resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000162,virtual_lab,Chemistry,Thermochemistry,Apply knowledge to solve real-world problems,55,28,96,40,Expert,4.8,https://www.biologysimulations.com/,,Chemistry - Thermochemistry: Apply knowledge to solve real-world problems,27,,False,False,False,True,,,,4.51,0.92,,25.5,,,,,,vark_reading
EDU_000163,animation,Chemistry,Chemical Reactions,Understand fundamental concepts and principles,40,93,40,22,Expert,4.6,https://www.geogebra.org/classic,,Chemistry - Chemical Reactions: Understand fundamental concepts and principles,66,,True,False,False,False,,,,4.68,0.75,,70.6,,,,,,vark_auditory
EDU_000164,assessment,Chemistry,Biochemistry,Understand fundamental concepts and principles,48,81,37,48,Expert,4.6,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Chemistry - Biochemistry: Understand fundamental concepts and principles,15,,False,False,False,False,,,,3.79,0.92,,13.3,,,,,,vark_auditory
EDU_000165,educational_game,Chemistry,Analytical Chemistry,Prepare for standardized tests and assessments,7,70,11,32,Advanced,4.8,https://www.coolmath-games.com/0-prodigy-math-game,,Chemistry - Analytical Chemistry: Prepare for standardized tests and assessments,71,,False,False,False,True,,,,3.53,0.72,,79.2,,,,,,vark_auditory
EDU_000166,project,Chemistry,Chemical Reactions,Develop practical skills and competencies,6,53,65,21,Beginner,4.7,https://www.mathsisfun.com/definitions/,,Chemistry - Chemical Reactions: Develop practical skills and competencies,71,,False,False,False,False,,,,4.54,0.72,,71.2,,,,,,vark_reading
EDU_000167,tutorial,Chemistry,Chemical Reactions,Synthesize information from multiple sources,60,19,66,26,Expert,4.2,https://brilliant.org/chemistry/,,Chemistry - Chemical Reactions: Synthesize information from multiple sources,47,,False,False,False,False,,,,4.16,0.93,,54.9,,,,,,vark_reading
EDU_000168,tutorial,Chemistry,Thermochemistry,Analyze and evaluate information critically,24,60,33,24,Intermediate,4.5,https://www.ptable.com/,,Chemistry - Thermochemistry: Analyze and evaluate information critically,30,,False,False,False,False,,,,3.86,0.89,,26.3,,,,,,vark_auditory
EDU_000169,lecture,Chemistry,Atomic Structure,Connect concepts to everyday experiences,20,63,7,29,Advanced,3,https://www.chemguide.co.uk/,,Chemistry - Atomic Structure: Connect concepts to everyday experiences,60,,False,True,False,False,,,,3.77,0.65,,49.4,,,,,,vark_auditory
EDU_000170,audio,Chemistry,Inorganic Chemistry,Apply knowledge to solve real-world problems,0,67,43,31,Intermediate,3.7,https://www.bbc.co.uk/programmes/b006qykl,,Chemistry - Inorganic Chemistry: Apply knowledge to solve real-world problems,40,,False,True,False,False,,,,4.34,0.67,,39.3,,,,,,vark_auditory
EDU_000171,case_study,Chemistry,Analytical Chemistry,Apply knowledge to solve real-world problems,42,36,48,95,Expert,4,https://brilliant.org/courses/,,Chemistry - Analytical Chemistry: Apply knowledge to solve real-world problems,83,,False,False,True,False,,,,3.65,0.92,,86.2,,,,,,vark_kinesthetic
EDU_000172,case_study,Chemistry,Organic Chemistry,Prepare for standardized tests and assessments,29,26,11,86,Expert,5,https://brilliant.org/courses/,,Chemistry - Organic Chemistry: Prepare for standardized tests and assessments,84,,False,False,True,False,,,,4.14,0.83,,74.8,,,,,,vark_kinesthetic
EDU_000173,animation,Chemistry,Atomic Structure,Analyze and evaluate information critically,16,3,32,68,Advanced,3.4,https://brilliant.org/courses/,,Chemistry - Atomic Structure: Analyze and evaluate information critically,87,,True,False,False,False,,,,3.55,0.84,,93.7,,,,,,vark_kinesthetic
EDU_000174,text,Chemistry,Biochemistry,Develop practical skills and competencies,76,6,52,19,Advanced,3.2,https://www.ptable.com/,,Chemistry - Biochemistry: Develop practical skills and competencies,85,,False,False,True,False,,,,3.58,0.86,,97.1,,,,,,vark_visual
EDU_000175,quiz,Chemistry,Analytical Chemistry,Connect concepts to everyday experiences,9,20,6,88,Advanced,4.3,https://brilliant.org/practice/,,Chemistry - Analytical Chemistry: Connect concepts to everyday experiences,42,,False,False,False,False,,,,4.79,0.64,,46.5,,,,,,vark_kinesthetic
EDU_000176,text,Chemistry,Atomic Structure,Analyze and evaluate information critically,55,57,68,26,Intermediate,4.6,https://www.khanacademy.org/science/chemistry,,Chemistry - Atomic Structure: Analyze and evaluate information critically,56,,False,False,True,False,,,,4.38,0.61,,56.5,,,,,,vark_reading
EDU_000177,assessment,Chemistry,Chemical Bonds,Connect concepts to everyday experiences,17,20,3,88,Beginner,4.7,https://brilliant.org/practice/,,Chemistry - Chemical Bonds: Connect concepts to everyday experiences,32,,False,False,False,False,,,,3.55,0.91,,30.8,,,,,,vark_kinesthetic
EDU_000178,animation,Chemistry,Atomic Structure,Analyze and evaluate information critically,75,10,30,31,Intermediate,4.2,https://phet.colorado.edu/en/simulations,,Chemistry - Atomic Structure: Analyze and evaluate information critically,83,,True,False,False,False,,,,3.62,0.94,,97.5,,,,,,vark_visual
EDU_000179,podcast,Chemistry,Biochemistry,Develop practical skills and competencies,16,8,97,47,Advanced,4.2,https://www.ted.com/podcasts/ted-talks-daily,,Chemistry - Biochemistry: Develop practical skills and competencies,75,,False,True,False,False,,,,4.58,0.65,,77.3,,,,,,vark_reading
EDU_000180,virtual_lab,Chemistry,Atomic Structure,Build foundation for advanced study,46,55,7,97,Advanced,3.1,https://lab.concord.org/,,Chemistry - Atomic Structure: Build foundation for advanced study,48,,False,False,False,True,,,,3.51,0.66,,46.9,,,,,,vark_kinesthetic
EDU_000181,animation,Chemistry,Thermochemistry,Prepare for standardized tests and assessments,53,37,54,89,Beginner,3.5,https://brilliant.org/courses/,,Chemistry - Thermochemistry: Prepare for standardized tests and assessments,84,,True,False,False,False,,,,3.76,0.91,,77.2,,,,,,vark_kinesthetic
EDU_000182,assessment,Chemistry,Chemical Reactions,Connect concepts to everyday experiences,17,84,47,5,Beginner,4.9,https://www.mathsisfun.com/definitions/,,Chemistry - Chemical Reactions: Connect concepts to everyday experiences,36,,False,False,False,False,,,,4.75,0.64,,36.4,,,,,,vark_auditory
EDU_000183,podcast,Chemistry,Inorganic Chemistry,Understand fundamental concepts and principles,48,23,73,47,Expert,4.6,https://www.bbc.co.uk/programmes/b006qykl,,Chemistry - Inorganic Chemistry: Understand fundamental concepts and principles,26,,False,True,False,False,,,,4.99,0.86,,28,,,,,,vark_reading
EDU_000184,quiz,Chemistry,Organic Chemistry,Develop research and inquiry skills,53,25,36,62,Beginner,4.1,https://www.prodigy.com/,,Chemistry - Organic Chemistry: Develop research and inquiry skills,41,,False,False,False,False,,,,4.12,0.65,,36,,,,,,vark_kinesthetic
EDU_000185,tutorial,Chemistry,Thermochemistry,Build foundation for advanced study,55,36,2,83,Advanced,3.5,https://www.chemguide.co.uk/,,Chemistry - Thermochemistry: Build foundation for advanced study,20,,False,False,False,False,,,,4.97,0.73,,21.1,,,,,,vark_kinesthetic
EDU_000186,assessment,Chemistry,Chemical Bonds,Foster creative thinking and innovation,55,39,31,75,Intermediate,4.1,https://www.ixl.com/math/,,Chemistry - Chemical Bonds: Foster creative thinking and innovation,20,,False,False,False,False,,,,4.08,0.8,,21.1,,,,,,vark_kinesthetic
EDU_000187,tutorial,Chemistry,Thermochemistry,Connect concepts to everyday experiences,57,15,99,22,Beginner,3.7,https://brilliant.org/chemistry/,,Chemistry - Thermochemistry: Connect concepts to everyday experiences,23,,False,False,False,False,,,,4.77,0.79,,18.6,,,,,,vark_reading
EDU_000188,text,Chemistry,Chemical Reactions,Develop practical skills and competencies,28,99,17,33,Advanced,4,https://brilliant.org/chemistry/,,Chemistry - Chemical Reactions: Develop practical skills and competencies,80,,False,False,True,False,,,,3.64,0.81,,83.1,,,,,,vark_auditory
EDU_000189,assessment,Chemistry,Organic Chemistry,Build foundation for advanced study,10,58,55,77,Beginner,3.2,https://www.prodigy.com/,,Chemistry - Organic Chemistry: Build foundation for advanced study,17,,False,False,False,False,,,,4.7,0.94,,19.6,,,,,,vark_kinesthetic
EDU_000190,tutorial,Biology,Botany,Apply knowledge to solve real-world problems,64,58,26,44,Expert,3.7,https://www.hhmi.org/biointeractive,,Biology - Botany: Apply knowledge to solve real-world problems,38,,False,False,False,False,,,,3.92,0.83,,34.3,,,,,,vark_visual
EDU_000191,presentation,Biology,Botany,Connect concepts to everyday experiences,15,30,4,72,Beginner,4.5,https://prezi.com/explore/tag/mathematics/,,Biology - Botany: Connect concepts to everyday experiences,33,,True,False,False,False,,,,3.72,0.66,,28.4,,,,,,vark_kinesthetic
EDU_000192,tutorial,Biology,Zoology,Synthesize information from multiple sources,70,14,18,38,Intermediate,3.4,https://brilliant.org/biology/,,Biology - Zoology: Synthesize information from multiple sources,28,,False,False,False,False,,,,4.94,0.67,,27.4,,,,,,vark_visual
EDU_000193,infographic,Biology,Anatomy,Foster creative thinking and innovation,26,25,85,16,Beginner,4.3,https://www.informationisbeautiful.net/,,Biology - Anatomy: Foster creative thinking and innovation,65,,True,False,False,False,,,,4,0.85,,62.6,,,,,,vark_reading
EDU_000194,video,Biology,Ecology,Develop practical skills and competencies,66,15,52,8,Advanced,4.7,https://www.youtube.com/watch?v=dQw4w9WgXcQ,,Biology - Ecology: Develop practical skills and competencies,37,,True,True,False,False,,,,4.56,0.91,,39.3,,,,,,vark_visual
EDU_000195,video,Biology,Anatomy,Understand fundamental concepts and principles,34,20,30,86,Intermediate,4.9,https://www.coursera.org/learn/machine-learning,,Biology - Anatomy: Understand fundamental concepts and principles,26,,True,True,False,False,,,,4.11,0.71,,30.2,,,,,,vark_kinesthetic
EDU_000196,text,Biology,Physiology,Synthesize information from multiple sources,64,49,2,42,Advanced,3,https://www.biologycorner.com/,,Biology - Physiology: Synthesize information from multiple sources,48,,False,False,True,False,,,,4.83,0.83,,52.6,,,,,,vark_visual
EDU_000197,worksheet,Biology,Ecology,Analyze and evaluate information critically,27,68,22,4,Expert,4.9,https://www.commoncoresheets.com/,,Biology - Ecology: Analyze and evaluate information critically,20,,False,False,True,False,,,,3.82,0.73,,16.3,,,,,,vark_auditory
EDU_000198,research_paper,Biology,Evolution,Connect concepts to everyday experiences,61,33,4,40,Intermediate,3.7,https://www.jstor.org/subject/mathematics,,Biology - Evolution: Connect concepts to everyday experiences,52,,False,False,True,False,,,,4.72,0.76,,56.9,,,,,,vark_visual
EDU_000199,assessment,Biology,Genetics,Connect concepts to everyday experiences,51,18,61,22,Beginner,3.1,https://www.mathsisfun.com/definitions/,,Biology - Genetics: Connect concepts to everyday experiences,37,,False,False,False,False,,,,3.67,0.8,,36,,,,,,vark_reading
EDU_000200,audio,Biology,Evolution,Develop practical skills and competencies,0,54,68,51,Advanced,4.5,https://www.npr.org/podcasts/510289/planet-money,,Biology - Evolution: Develop practical skills and competencies,20,,False,True,False,False,,,,3.96,0.66,,21.4,,,,,,vark_reading
EDU_000201,case_study,Biology,Ecology,Apply knowledge to solve real-world problems,20,84,0,28,Beginner,3.9,https://en.wikipedia.org/wiki/Portal:Mathematics,,Biology - Ecology: Apply knowledge to solve real-world problems,27,,False,False,True,False,,,,3.94,0.83,,22.5,,,,,,vark_auditory
EDU_000202,educational_game,Biology,Neuroscience,Foster creative thinking and innovation,49,51,68,37,Expert,4,https://www.multiplication.com/games,,Biology - Neuroscience: Foster creative thinking and innovation,86,,False,False,False,True,,,,4.23,0.68,,94.4,,,,,,vark_reading
EDU_000203,interactive_simulation,Biology,Zoology,Understand fundamental concepts and principles,76,41,30,12,Beginner,4.1,https://www.biologycorner.com/,,Biology - Zoology: Understand fundamental concepts and principles,58,,False,False,False,True,,,,4.59,0.87,,48.2,,,,,,vark_visual
EDU_000204,virtual_lab,Biology,Ecology,Connect concepts to everyday experiences,27,31,88,12,Advanced,3.8,https://www.labxchange.org/,,Biology - Ecology: Connect concepts to everyday experiences,51,,False,False,False,True,,,,3.58,0.9,,43,,,,,,vark_reading
EDU_000205,tutorial,Biology,Ecology,Analyze and evaluate information critically,38,5,72,46,Intermediate,4.8,https://brilliant.org/biology/,,Biology - Ecology: Analyze and evaluate information critically,14,,False,False,False,False,,,,4.18,0.93,,14.1,,,,,,vark_reading
EDU_000206,audio,Biology,Developmental Biology,Build foundation for advanced study,17,3,73,21,Expert,4.4,https://www.coursera.org/learn/learning-how-to-learn,,Biology - Developmental Biology: Build foundation for advanced study,52,,False,True,False,False,,,,4.46,0.93,,54.5,,,,,,vark_reading
EDU_000207,virtual_lab,Biology,Genetics,Analyze and evaluate information critically,41,86,12,28,Beginner,3.8,https://lab.concord.org/,,Biology - Genetics: Analyze and evaluate information critically,83,,False,False,False,True,,,,4.48,0.85,,88.8,,,,,,vark_auditory
EDU_000208,research_paper,Biology,Botany,Prepare for standardized tests and assessments,30,42,93,26,Intermediate,4,https://www.jstor.org/subject/mathematics,,Biology - Botany: Prepare for standardized tests and assessments,40,,False,False,True,False,,,,3.8,0.62,,37.5,,,,,,vark_reading
EDU_000209,project,Biology,Evolution,Develop practical skills and competencies,12,29,15,84,Intermediate,4.9,https://brilliant.org/courses/,,Biology - Evolution: Develop practical skills and competencies,78,,False,False,False,False,,,,3.95,0.87,,67.5,,,,,,vark_kinesthetic
EDU_000210,webinar,Biology,Immunology,Develop practical skills and competencies,20,55,53,76,Advanced,3.7,https://www.coursera.org/learn/learning-how-to-learn,,Biology - Immunology: Develop practical skills and competencies,86,,False,True,False,False,,,,4.26,0.86,,91.4,,,,,,vark_kinesthetic
EDU_000211,lecture,Biology,Molecular Biology,Synthesize information from multiple sources,45,83,42,30,Intermediate,3.1,https://phet.colorado.edu/en/simulations/category/biology,,Biology - Molecular Biology: Synthesize information from multiple sources,24,,False,True,False,False,,,,4.42,0.8,,23.8,,,,,,vark_auditory
EDU_000212,audio,Biology,Marine Biology,Understand fundamental concepts and principles,20,51,93,12,Intermediate,3.1,https://www.ted.com/talks,,Biology - Marine Biology: Understand fundamental concepts and principles,43,,False,True,False,False,,,,4.62,0.66,,46.3,,,,,,vark_reading
EDU_000213,documentary,Biology,Neuroscience,Foster creative thinking and innovation,89,55,2,6,Intermediate,4.6,https://www.nationalgeographic.com/science/,,Biology - Neuroscience: Foster creative thinking and innovation,69,,False,False,False,False,,,,3.53,0.6,,58.9,,,,,,vark_visual
EDU_000214,case_study,Biology,Genetics,Connect concepts to everyday experiences,33,3,86,21,Beginner,4.8,https://hbr.org/topic/mathematics,,Biology - Genetics: Connect concepts to everyday experiences,85,,False,False,True,False,,,,4.24,0.69,,91.2,,,,,,vark_reading
EDU_000215,worksheet,Biology,Botany,Develop research and inquiry skills,45,57,96,12,Beginner,4.2,https://www.math-drills.com/,,Biology - Botany: Develop research and inquiry skills,84,,False,False,True,False,,,,3.81,0.77,,95.3,,,,,,vark_reading
EDU_000216,assessment,Biology,Ecology,Analyze and evaluate information critically,24,88,9,11,Advanced,4.6,https://brilliant.org/practice/,,Biology - Ecology: Analyze and evaluate information critically,18,,False,False,False,False,,,,4.13,0.78,,17.7,,,,,,vark_auditory
EDU_000217,case_study,Biology,Cell Biology,Synthesize information from multiple sources,23,21,96,18,Intermediate,4,https://www.mathsisfun.com/definitions/,,Biology - Cell Biology: Synthesize information from multiple sources,54,,False,False,True,False,,,,4.02,0.94,,57.3,,,,,,vark_reading
EDU_000218,webinar,Biology,Microbiology,Apply knowledge to solve real-world problems,69,26,42,43,Beginner,3.8,https://www.khanacademy.org/math,,Biology - Microbiology: Apply knowledge to solve real-world problems,84,,False,True,False,False,,,,4.12,0.71,,70.2,,,,,,vark_visual
EDU_000219,text,Biology,Ecology,Develop research and inquiry skills,31,71,4,1,Advanced,3.8,https://www.biologycorner.com/,,Biology - Ecology: Develop research and inquiry skills,73,,False,False,True,False,,,,4.77,0.75,,82.6,,,,,,vark_auditory
EDU_000220,assessment,Biology,Anatomy,Prepare for standardized tests and assessments,3,43,63,58,Advanced,3,https://www.ixl.com/math/,,Biology - Anatomy: Prepare for standardized tests and assessments,38,,False,False,False,False,,,,4.92,0.93,,31.6,,,,,,vark_reading
EDU_000221,virtual_lab,Biology,Zoology,Apply knowledge to solve real-world problems,35,14,75,28,Intermediate,3.1,https://www.labxchange.org/,,Biology - Zoology: Apply knowledge to solve real-world problems,67,,False,False,False,True,,,,4.14,0.62,,74.8,,,,,,vark_reading
EDU_000222,video,Biology,Cell Biology,Build foundation for advanced study,43,53,76,16,Beginner,4.3,https://www.youtube.com/channel/UC7_gcs09iThXybpVgjHZ_7g,,Biology - Cell Biology: Build foundation for advanced study,39,,True,True,False,False,,,,3.88,0.67,,38.4,,,,,,vark_reading
EDU_000223,text,Biology,Neuroscience,Synthesize information from multiple sources,5,37,44,70,Expert,4.3,https://www.biologycorner.com/,,Biology - Neuroscience: Synthesize information from multiple sources,46,,False,False,True,False,,,,3.98,0.69,,50.1,,,,,,vark_kinesthetic
EDU_000224,podcast,Biology,Marine Biology,Foster creative thinking and innovation,13,62,46,8,Intermediate,3,https://www.ted.com/podcasts/ted-talks-daily,,Biology - Marine Biology: Foster creative thinking and innovation,68,,False,True,False,False,,,,3.95,0.88,,57.7,,,,,,vark_auditory
EDU_000225,quiz,Biology,Immunology,Prepare for standardized tests and assessments,61,58,3,47,Expert,4,https://www.ixl.com/math/,,Biology - Immunology: Prepare for standardized tests and assessments,31,,False,False,False,False,,,,3.62,0.78,,31.6,,,,,,vark_visual
EDU_000226,lecture,Biology,Ecology,Prepare for standardized tests and assessments,72,4,57,15,Intermediate,4.4,https://brilliant.org/biology/,,Biology - Ecology: Prepare for standardized tests and assessments,28,,False,True,False,False,,,,4.91,0.78,,24.7,,,,,,vark_visual
EDU_000227,virtual_lab,Biology,Genetics,Understand fundamental concepts and principles,69,20,33,59,Intermediate,4.7,https://phet.colorado.edu/en/simulations,,Biology - Genetics: Understand fundamental concepts and principles,77,,False,False,False,True,,,,4.19,0.85,,85.5,,,,,,vark_visual
EDU_000228,case_study,Biology,Anatomy,Develop research and inquiry skills,38,44,72,43,Expert,4.5,https://hbr.org/topic/mathematics,,Biology - Anatomy: Develop research and inquiry skills,26,,False,False,True,False,,,,3.51,0.77,,27,,,,,,vark_reading
EDU_000229,text,Biology,Zoology,Develop research and inquiry skills,6,77,23,56,Expert,4.3,https://www.khanacademy.org/science/biology,,Biology - Zoology: Develop research and inquiry skills,74,,False,False,True,False,,,,4.51,0.63,,70.4,,,,,,vark_auditory
EDU_000230,educational_game,Biology,Cell Biology,Connect concepts to everyday experiences,60,25,60,31,Expert,3.1,https://www.coolmath-games.com/0-prodigy-math-game,,Biology - Cell Biology: Connect concepts to everyday experiences,44,,False,False,False,True,,,,4.6,0.66,,50.7,,,,,,vark_visual
EDU_000231,video,Biology,Microbiology,Synthesize information from multiple sources,58,75,6,59,Intermediate,4,https://ocw.mit.edu/courses/mathematics/,,Biology - Microbiology: Synthesize information from multiple sources,26,,True,True,False,False,,,,4.68,0.82,,28.6,,,,,,vark_auditory
EDU_000232,educational_game,Biology,Developmental Biology,Develop research and inquiry skills,31,89,15,59,Intermediate,4.8,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Biology - Developmental Biology: Develop research and inquiry skills,46,,False,False,False,True,,,,3.58,0.6,,38.5,,,,,,vark_auditory
EDU_000233,documentary,Biology,Genetics,Foster creative thinking and innovation,16,25,92,22,Expert,3.1,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Biology - Genetics: Foster creative thinking and innovation,55,,False,False,False,False,,,,3.89,0.74,,62.7,,,,,,vark_reading
EDU_000234,documentary,Biology,Evolution,Develop practical skills and competencies,0,7,71,23,Expert,4,https://www.netflix.com/title/81254224,,Biology - Evolution: Develop practical skills and competencies,71,,False,False,False,False,,,,3.58,0.9,,57.7,,,,,,vark_reading
EDU_000235,lecture,Biology,Genetics,Foster creative thinking and innovation,13,5,73,50,Expert,3.1,https://www.hhmi.org/biointeractive,,Biology - Genetics: Foster creative thinking and innovation,55,,False,True,False,False,,,,4.37,0.63,,59,,,,,,vark_reading
EDU_000236,lecture,Biology,Botany,Apply knowledge to solve real-world problems,50,43,69,59,Advanced,4.9,https://phet.colorado.edu/en/simulations/category/biology,,Biology - Botany: Apply knowledge to solve real-world problems,11,,False,True,False,False,,,,3.78,0.9,,10.4,,,,,,vark_reading
EDU_000237,audio,Biology,Immunology,Develop research and inquiry skills,47,16,87,19,Intermediate,4.8,https://www.npr.org/podcasts/510289/planet-money,,Biology - Immunology: Develop research and inquiry skills,58,,False,True,False,False,,,,4.62,0.71,,69,,,,,,vark_reading
EDU_000238,infographic,Biology,Molecular Biology,Analyze and evaluate information critically,78,27,51,37,Expert,3.2,https://www.visualcapitalist.com/category/science/,,Biology - Molecular Biology: Analyze and evaluate information critically,85,,True,False,False,False,,,,4.67,0.85,,77.1,,,,,,vark_visual
EDU_000239,lecture,Biology,Microbiology,Build foundation for advanced study,50,14,19,94,Beginner,3.4,https://brilliant.org/biology/,,Biology - Microbiology: Build foundation for advanced study,10,,False,True,False,False,,,,4.18,0.89,,10.3,,,,,,vark_kinesthetic
EDU_000240,interactive_simulation,Biology,Molecular Biology,Prepare for standardized tests and assessments,12,4,53,90,Intermediate,4.8,https://www.khanacademy.org/science/biology,,Biology - Molecular Biology: Prepare for standardized tests and assessments,34,,False,False,False,True,,,,4.41,0.68,,40.5,,,,,,vark_kinesthetic
EDU_000241,research_paper,Biology,Microbiology,Develop practical skills and competencies,52,60,83,9,Advanced,3.9,https://en.wikipedia.org/wiki/Portal:Mathematics,,Biology - Microbiology: Develop practical skills and competencies,77,,False,False,True,False,,,,3.68,0.9,,85.7,,,,,,vark_reading
EDU_000242,webinar,Biology,Molecular Biology,Develop practical skills and competencies,87,36,18,31,Advanced,4.1,https://www.edx.org/learn/math,,Biology - Molecular Biology: Develop practical skills and competencies,87,,False,True,False,False,,,,4.56,0.86,,103.7,,,,,,vark_visual
EDU_000243,tutorial,Biology,Cell Biology,Prepare for standardized tests and assessments,13,35,75,49,Intermediate,4.5,https://www.khanacademy.org/science/biology,,Biology - Cell Biology: Prepare for standardized tests and assessments,51,,False,False,False,False,,,,3.83,0.95,,58.5,,,,,,vark_reading
EDU_000244,interactive_simulation,Biology,Zoology,Build foundation for advanced study,85,32,36,58,Expert,4.5,https://brilliant.org/biology/,,Biology - Zoology: Build foundation for advanced study,74,,False,False,False,True,,,,4.46,0.61,,67.3,,,,,,vark_visual
EDU_000245,assessment,Biology,Zoology,Analyze and evaluate information critically,51,68,35,14,Beginner,5,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Biology - Zoology: Analyze and evaluate information critically,25,,False,False,False,False,,,,3.59,0.68,,23.3,,,,,,vark_auditory
EDU_000246,quiz,Biology,Marine Biology,Develop research and inquiry skills,32,55,10,79,Beginner,3,https://brilliant.org/practice/,,Biology - Marine Biology: Develop research and inquiry skills,42,,False,False,False,False,,,,4.51,0.78,,50.1,,,,,,vark_kinesthetic
EDU_000247,research_paper,Biology,Ecology,Foster creative thinking and innovation,48,34,98,26,Intermediate,4.5,https://en.wikipedia.org/wiki/Portal:Mathematics,,Biology - Ecology: Foster creative thinking and innovation,73,,False,False,True,False,,,,4.79,0.66,,60.6,,,,,,vark_reading
EDU_000248,infographic,Biology,Cell Biology,Connect concepts to everyday experiences,27,88,16,26,Beginner,3.2,https://www.informationisbeautiful.net/,,Biology - Cell Biology: Connect concepts to everyday experiences,49,,True,False,False,False,,,,3.67,0.88,,57.7,,,,,,vark_auditory
EDU_000249,worksheet,Biology,Genetics,Foster creative thinking and innovation,8,50,7,65,Advanced,3.2,https://www.education.com/worksheets/math/,,Biology - Genetics: Foster creative thinking and innovation,43,,False,False,True,False,,,,3.56,0.86,,42.8,,,,,,vark_kinesthetic
EDU_000250,presentation,Biology,Cell Biology,Build foundation for advanced study,3,2,72,35,Intermediate,3.6,https://www.coursera.org/browse/math-and-logic,,Biology - Cell Biology: Build foundation for advanced study,34,,True,False,False,False,,,,4.2,0.82,,39.6,,,,,,vark_reading
EDU_000251,quiz,Biology,Microbiology,Build foundation for advanced study,56,12,19,79,Beginner,3.2,https://www.sporcle.com/games/category/science,,Biology - Microbiology: Build foundation for advanced study,45,,False,False,False,False,,,,4.21,0.71,,51.6,,,,,,vark_kinesthetic
EDU_000252,text,Biology,Microbiology,Develop practical skills and competencies,16,77,51,41,Intermediate,3.4,https://phet.colorado.edu/en/simulations/category/biology,,Biology - Microbiology: Develop practical skills and competencies,44,,False,False,True,False,,,,4.3,0.82,,37.7,,,,,,vark_auditory
EDU_000253,quiz,Computer Science,Operating Systems,Develop practical skills and competencies,34,91,14,41,Expert,4.1,https://www.ixl.com/math/,,Computer Science - Operating Systems: Develop practical skills and competencies,26,,False,False,False,False,,,,4.41,0.87,,31.1,,,,,,vark_auditory
EDU_000254,assessment,Computer Science,Web Development,Develop research and inquiry skills,26,2,82,56,Intermediate,4.7,https://www.ixl.com/math/,,Computer Science - Web Development: Develop research and inquiry skills,42,,False,False,False,False,,,,3.63,0.62,,40.8,,,,,,vark_reading
EDU_000255,research_paper,Computer Science,Software Engineering,Foster creative thinking and innovation,21,80,37,59,Expert,3.1,https://link.springer.com/journal/10649,,Computer Science - Software Engineering: Foster creative thinking and innovation,89,,False,False,True,False,,,,4.13,0.81,,75.8,,,,,,vark_auditory
EDU_000256,lecture,Computer Science,Algorithms,Analyze and evaluate information critically,6,81,53,55,Advanced,4.7,https://code.org/,,Computer Science - Algorithms: Analyze and evaluate information critically,26,,False,True,False,False,,,,4.3,0.74,,21.6,,,,,,vark_auditory
EDU_000257,infographic,Computer Science,Artificial Intelligence,Prepare for standardized tests and assessments,57,68,14,28,Advanced,4.7,https://brilliant.org/courses/,,Computer Science - Artificial Intelligence: Prepare for standardized tests and assessments,37,,True,False,False,False,,,,4.96,0.9,,38.4,,,,,,vark_auditory
EDU_000258,virtual_lab,Computer Science,Web Development,Develop practical skills and competencies,34,71,39,11,Beginner,4,https://www.chemcollective.org/vlab,,Computer Science - Web Development: Develop practical skills and competencies,77,,False,False,False,True,,,,4.89,0.64,,69.2,,,,,,vark_auditory
EDU_000259,virtual_lab,Computer Science,Data Structures,Apply knowledge to solve real-world problems,30,0,51,71,Expert,3.8,https://www.labxchange.org/,,Computer Science - Data Structures: Apply knowledge to solve real-world problems,30,,False,False,False,True,,,,4.24,0.61,,29.1,,,,,,vark_kinesthetic
EDU_000260,educational_game,Computer Science,Computer Networks,Apply knowledge to solve real-world problems,24,48,56,78,Intermediate,4.5,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Computer Science - Computer Networks: Apply knowledge to solve real-world problems,26,,False,False,False,True,,,,3.67,0.68,,29.3,,,,,,vark_kinesthetic
EDU_000261,interactive_simulation,Computer Science,Algorithms,Prepare for standardized tests and assessments,27,13,23,83,Expert,3.9,https://www.khanacademy.org/computing,,Computer Science - Algorithms: Prepare for standardized tests and assessments,25,,False,False,False,True,,,,3.72,0.68,,28.8,,,,,,vark_kinesthetic
EDU_000262,project,Computer Science,Data Structures,Build foundation for advanced study,30,6,25,69,Advanced,3.5,https://scratch.mit.edu/explore/projects/games/,,Computer Science - Data Structures: Build foundation for advanced study,49,,False,False,False,False,,,,3.7,0.89,,44.5,,,,,,vark_kinesthetic
EDU_000263,documentary,Computer Science,Operating Systems,Analyze and evaluate information critically,7,36,88,10,Advanced,4.4,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Computer Science - Operating Systems: Analyze and evaluate information critically,73,,False,False,False,False,,,,4.21,0.91,,74.6,,,,,,vark_reading
